Class combination;Number of classes;K worst features rejected;Mean Accuracy;Worst features labels
(1, 2, 3, 4, 5, 6);6;170;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54
(1, 2, 3, 4, 5, 6);6;171;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 MAV55
(1, 2, 3, 4, 5, 6);6;172;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 MAV55 WL25
(1, 2, 3, 4, 5, 6);6;173;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55
(1, 2, 3, 4, 5, 6);6;174;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25
(1, 2, 3, 4, 5, 6);6;175;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 SSC47
(1, 2, 3, 4, 5, 6);6;176;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 SSC47 ZC27
(1, 2, 3, 4, 5, 6);6;177;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 ZC27 WL5 SSC47
(1, 2, 3, 4, 5, 6);6;178;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 ZC27 WL5 SSC47 ZC43
(1, 2, 3, 4, 5, 6);6;179;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 ZC27 WL5 SSC47 ZC43 ZC57
(1, 2, 3, 4, 5, 6);6;180;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR15 WL59 ZC16 VAR48 VAR54 WL61 WL25 MAV55 MAV25 ZC27 WL5 SSC47 ZC43 ZC57 SSC19
(1, 2, 3, 4, 5, 6);6;181;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR54 ZC43 ZC57 MAV25 WL57 WL25 ZC27 WL59 WL61 VAR15 VAR48 ZC16 MAV55 SSC47 SSC19 WL5
(1, 2, 3, 4, 5, 6);6;182;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR54 ZC43 ZC57 MAV25 WL57 WL25 ZC27 WL59 WL61 VAR15 VAR48 ZC16 MAV55 SSC47 SSC19 WL5 VAR6
(1, 2, 3, 4, 5, 6);6;183;0.68;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR54 ZC43 ZC57 MAV25 WL57 WL25 ZC27 WL59 WL61 VAR15 VAR48 ZC16 MAV55 SSC47 SSC19 WL5 VAR6 VAR7
(1, 2, 3, 4, 5, 6);6;184;0.67;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 ZC42 VAR58 VAR55 MAV57 VAR50 SSC55 MAV50 WL14 WL23 SSC10 VAR47 MAV17 ZC61 VAR30 ZC59 ZC58 WL34 ZC55 MAV34 WL26 VAR57 VAR54 ZC43 ZC57 MAV25 WL57 WL25 ZC27 WL59 WL61 VAR15 VAR48 ZC16 MAV55 SSC47 SSC19 WL5 VAR6 VAR7 ZC47
